time_s,fluid_mean,fluid_maximum,example_server_0_mean,example_server_0_maximum
0.0,20.0,20.0,20.000000000000004,20.0
2.0,20.22559834780944,20.696014404296875,20.02277797505816,20.373992919921875
5.0,20.79009540645893,22.7449951171875,20.057167886770607,20.819000244140625
